174;253518;321485;59342
175;780546;702048;24214
176;29799;917453;9160
177;899780;355210;84132
178;291838;180489;41086
179;781397;332893;78564
180;21615;810936;429
181;496519;420991;94458
182;5393;213831;71338
183;190719;183759;40435
184;777686;486558;28757
185;604412;646398;97406
186;530757;873726;68524
187;375223;196832;17482
188;297469;340779;51795
189;3207;10805;85344
190;124605;37535;97210
191;303927;932115;60397
192;795229;450582;17329
193;591863;292644;51303
194;585664;53415;29080
195;303635;701464;69844
196;434776;566483;5754
197;370240;617569;94451
198;356855;773525;91917
199;9366;59326;94716
200;732911;438020;59184
201;780785;832224;41429
202;882042;687052;90378
203;415332;704912;28368
204;177388;504000;75986
205;327559;354405;31407
206;468510;79659;45267
207;814770;86075;44787
208;661139;504836;30092
209;308703;699146;80328
210;468312;361890;72832
211;500156;257339;23124
212;33427;301558;15185
213;792206;15123;89752
214;764653;483871;51009
215;256233;459724;4746
216;481767;491372;61029
217;659914;427026;98853
218;709186;23060;62057
219;957981;781081;19658
220;745025;823911;9980
221;204245;68845;21374
222;894140;689257;15589
223;128688;316181;54405
224;447560;743087;84625
225;36651;246184;86635
226;296998;827398;31804
227;336370;791621;90930
228;562576;998939;52537
229;286111;42829;65835
230;822613;418521;96150
231;532594;186476;4114
232;191480;323142;32672
233;578575;532202;37640
234;460958;57257;29105
235;215755;840112;17249
236;116062;179594;9965
237;55639;4315;89077
238;725275;300156;70230
239;54220;478203;86216
240;66886;519183;99489
241;496533;682392;82375
242;415432;838085;8121
243;956920;908971;39224
244;601851;846839;16684
245;220627;554025;11709
246;832829;891032;7926
247;193363;367898;71784
248;155483;311624;75611
249;715259;589578;46470
250;138513;26579;68245
251;88240;339354;19723
252;88547;995411;23002
253;47899;136225;98648
254;991808;748383;95637
255;795155;244997;94373
256;654863;213957;19972
257;344992;871837;32437
258;616984;673031;15471
259;272522;934749;94076
260;546756;663607;64542
261;596322;973696;38991
262;955418;541245;49301
263;234262;783356;32656
264;67225;946951;23812
265;383716;690581;43095
266;79686;505654;99067
267;295498;610965;26663
268;354967;950801;43567
269;594813;536833;17791
270;451290;792849;14916
271;861692;265153;76873
272;709809;881686;29756
273;187591;491919;95495
274;674931;363589;67587
275;930650;513015;53965
276;231049;267442;48574
277;753512;203230;87051
278;368052;967654;3539
279;317559;499585;18355
280;832892;27917;11036
281;203721;965040;62329
282;650071;183910;48869
283;631616;162571;44562
284;292488;357528;21863
285;296921;639641;47250
286;865706;286257;14594
287;137514;878122;47214
288;744129;670489;7837
289;906751;259636;83185
290;805591;372325;87566
291;22405;695673;93554
292;504649;580339;47372
293;773831;538411;70263
294;413484;208423;63708
295;692627;724637;12089
296;634561;335793;17911
297;856389;950965;61989
298;570124;166889;96746
299;259176;144480;13408
300;461333;267103;82298
301;400124;917772;51249
302;210197;388621;88807
303;570871;586902;96639
304;205208;951157;10095
305;776900;20113;30668
306;409680;199086;4110
307;884279;192257;59770
308;26440;760365;96397
309;576160;75546;21886
310;372279;869862;43562
311;927948;362405;51002
312;677694;559527;60380
313;424610;354144;7561
314;56731;95977;67743
315;685496;592697;64622
316;64717;928588;10932
317;163852;883832;88001
318;755848;771763;18279
319;698658;955719;72764
320;366478;811320;1289
321;544862;616921;14992
322;790891;444638;36741
323;238632;317820;39496
324;86409;67870;15633
325;836136;683391;82427
326;521103;769425;65506
327;668076;817566;61574
328;309696;392153;32595
329;731120;245901;18897
330;967963;341823;53378
331;777085;944240;43642
332;303213;496782;5187
333;832182;959416;97919
334;178367;824834;30911
335;244355;579709;57350
336;238911;330542;11762
337;386950;108917;35852
338;152383;439488;89457
339;518026;664166;55505
340;501129;322108;22066
341;315785;895563;88502
342;184403;83216;10796
343;392087;296307;69961
344;670124;350788;95744
345;761667;209350;95296
346;438569;792026;68388
347;462076;503657;10732
348;969888;911958;79410
349;895207;828852;73149
350;979622;975713;82684
351;420488;296296;40313
352;58574;291614;25489
353;836019;266643;69455
354;466660;25243;48533
355;920037;940423;53268
356;407300;207841;56692
357;428951;92215;46398
358;595295;503204;38965
359;448092;567128;21779
360;388138;453117;8659
361;710360;792038;28391
362;989118;153779;321
363;916298;507178;87818
364;895637;266430;44249
365;548112;864596;54920
366;436084;328627;82856
367;848249;298159;58916
368;976821;879051;7145
369;995631;408194;24068
370;295822;217824;37436
371;504366;481601;27702
372;739363;28214;3905
373;756808;368478;5518
374;642977;476695;9979
375;870892;654007;63980
376;988666;206848;20450
377;484141;13314;18024
378;202116;637468;12243
379;582530;679323;15306
380;450419;143000;74376
381;863548;39099;83858
382;1679;373866;45191
383;335727;245184;6866
384;588897;895052;26199
385;420377;54808;92698
386;304112;661611;3091
387;911638;596301;23522
388;999121;269749;33346
389;481625;228281;26019
390;155687;31742;92450
391;18426;386651;16082
392;33035;77555;67643
393;131570;823178;40885
394;812254;485020;27342
395;770944;542460;20427
396;32738;472184;3974
397;176197;714973;18322
398;777634;448392;54045
399;7049;634870;57582
400;538302;629869;20781
401;756506;208266;21205
402;281832;116493;66520
403;811470;777254;26002
404;394998;800193;47743
405;862231;824242;52172
406;893030;927428;22187
407;358816;344377;23843
408;379001;190065;29693
409;253121;601496;2087
410;344992;401345;73979
411;188536;116860;28882
412;369955;427177;24009
413;295122;102751;29785
414;820313;669980;54736
415;188748;100314;36243
416;232767;388312;67200
417;903;344181;96938
418;633934;832581;27260
419;713750;58120;32051
420;191157;421328;37414
421;836791;774672;68811
422;230826;104167;77957
423;167977;379955;68282
424;587182;728130;61155
425;410624;691689;56040
426;485061;481633;13506
427;53149;297074;64133
428;330945;956474;22170
429;891881;938609;77056
430;902747;336540;11638
431;231868;648290;1887
432;845829;698339;17885
433;969747;7818;59783
434;759711;35465;51213
435;440199;62225;23942
436;741011;49040;76342
437;784068;155195;2004
438;406547;873443;60894
439;506454;635470;78619
440;959947;766060;22625
441;538067;429262;86362
442;855735;944218;81041
443;641086;818475;15160
444;371052;415580;49863
445;178985;88681;99099
446;389848;403641;80425
447;310999;553006;59362
448;296316;903654;59621
449;834314;518852;50639
450;312189;982896;93992
451;365363;626304;93456
452;311597;387731;8107
453;768099;793234;67152
454;642530;481015;32145
455;904787;191817;22010
456;915866;431206;69985
457;893759;573968;98830
458;97401;667039;71218
459;669874;800220;35775
460;375870;100211;24588
461;636145;211299;79803
462;860;534594;45935
463;805894;896711;38668
464;852107;25488;93839
465;45529;14962;18712
466;518350;976956;64458
467;430116;417805;40994
468;715499;412528;97423
469;560921;19533;62006
470;644779;434684;62154
471;247019;430694;77805
472;566208;564317;5242
473;382666;64158;11035
474;714180;15409;13419
475;683582;944201;55937
476;640244;496744;80715
477;162940;554667;20197
478;616535;932979;75003
479;739911;806008;47618
480;963750;420972;37413
481;649251;213988;76557
482;460471;538553;37123
483;288924;759139;6294
484;90133;314263;50384
485;593630;368631;36204
486;145780;999330;69541
487;528065;337705;93165
488;373492;5238;48796
489;610878;187696;72961
490;187027;562771;83794
491;165109;412613;61307
492;131157;251146;91593
493;568986;984059;82994
494;614024;818133;4291
495;236813;25415;54320
496;560506;575498;65882
497;718214;421504;17742
498;306042;96297;22152
499;626205;999921;92780
500;754120;200297;18394
501;609338;266527;22961
502;330249;190035;23911
503;520230;592786;93810
504;343787;627097;47492
505;464340;156978;90084
506;659047;846729;51982
507;932418;132594;24693
508;740598;308867;67056
509;685056;404786;47055
510;200882;707468;2752
511;408020;257541;92988
512;646341;629638;81855
513;536321;224939;10317
514;858871;460904;34515
515;854783;715485;47535
516;105500;25577;38395
517;485504;144432;39317
518;857377;265157;45700
519;384003;638616;70720
520;668711;65245;18132
521;475641;586804;65213
522;426215;277038;21702
523;212995;373985;68147
524;281773;458927;90923
525;568483;199934;49570
526;938659;861142;91426
527;599558;388368;2385
528;303705;461379;41851
529;175399;57956;67791
530;633242;14514;36922
531;439021;343198;1055
532;412887;419093;6051
533;806449;160209;47311
534;721576;344624;13619
535;713950;947724;94013
536;716059;690110;63268
537;298284;915219;43574
538;897784;890967;11394
539;983824;258434;2280
540;457397;989505;38776
541;971305;168245;39807
542;982178;479467;83875
543;428493;785932;50378
544;789881;379551;71490
545;915036;279418;15200
546;676508;915568;86419
547;633872;466176;65914
548;714882;402157;43177
549;111536;478923;3352
550;258067;512640;2757
551;603542;480736;36813
552;161457;568857;27041
553;121615;394273;71968
554;846844;31456;1660
555;171537;64173;2687
556;647145;529381;70966
557;36489;530498;86768
558;322564;853621;92764
559;740138;61286;92685
560;659788;208936;3301
561;37927;783780;67985
562;53405;44857;66906
563;751374;991939;11005
564;511812;889658;50203
565;89111;945175;27345
566;192458;424718;97343
567;812128;494237;78291
568;489402;699552;41549
569;187385;12017;48060
570;739804;713527;71755
571;881756;688907;34037
572;430632;885661;11236
573;276920;212714;20284
574;66426;271896;33238
575;164147;382303;62536
576;689471;930103;89677
577;236177;170387;41959
578;863156;969891;1330
579;758614;411490;85945
580;392676;520110;93740
581;433997;659241;58295
582;300552;109271;12883
583;575065;731497;63470
584;578187;362914;15137
585;752785;44500;86314
586;959332;687568;11883
587;393207;237431;6845
588;795935;415335;16332
589;600480;698455;18593
590;640238;675715;13729
591;441205;556840;1037
592;995231;239975;2598
593;170446;328784;76564
594;13510;126950;17624
595;916368;228344;61555
596;689318;888258;42274
597;80327;359684;6423
598;932129;597917;99017
599;6606;627160;68708
600;11958;708666;62651
601;175787;472179;90596
602;740039;648578;59211
603;616299;963323;4467
604;27281;214795;23842
605;624899;191986;63378
606;539226;11776;78828
607;798058;459887;12719
608;702425;522249;12026
609;175432;323572;17130
610;630915;735433;97870
611;876482;656365;60380
612;363151;359153;81295
613;940084;655602;12258
614;327332;942824;65144
615;631101;936374;60093
616;777557;771995;26331
617;278872;23611;28687
618;641061;471476;27798
619;843631;886159;82860
620;154134;825703;5106
621;712188;189943;50292
622;640171;792196;14792
623;404834;510610;83408
624;460194;802200;89654
625;1606;922968;3261
626;978331;739697;72760
627;859916;839908;61001
628;128211;81303;60593
629;471649;408064;45041
630;646597;16416;80612
631;676472;623090;65380
632;604368;992720;72555
633;863438;400972;90108
634;54481;241595;16657
635;608002;193677;37100
636;464557;567950;92637
637;879078;61742;90420
638;789817;803296;4283
639;154372;133690;48161
640;446491;972123;24766
641;881090;161831;83817
642;778521;277612;14936
643;26175;28172;59353
644;236904;879931;25162
645;815431;253928;63778
646;209299;747619;80022
647;988126;804606;63052
648;189871;443114;18044
649;553123;374036;86182
650;806060;17150;10524
651;757220;749616;40516
652;618811;845727;50038
653;870539;501720;89302
654;72004;50681;7888
655;3344;309066;99125
656;817162;955115;45340
657;998770;831030;44722
658;852067;302893;89276
659;751684;299704;85137
660;180291;156927;24775
661;207105;525185;44658
662;535133;594172;6570
663;692919;232992;34502
664;202371;417553;38855
665;855374;968336;10553
666;910387;500929;6671
667;416022;569566;10102
668;867652;141084;9270
669;685706;356095;14120
670;573302;811198;7615
671;548367;887677;41518
672;749513;890467;81055
673;145532;554194;22380
674;723453;457027;3205
675;500056;307346;73845
676;325493;18972;48162
677;122823;505007;33199
678;31879;795549;65414
679;269898;589054;22978
680;656047;658674;35945
681;195901;369810;33650
682;980665;453337;82401
683;656885;507953;83414
684;95860;629142;51446
685;290336;784481;93665
686;607606;941559;91774
687;356008;94576;11743
688;954933;377730;44481
689;413354;100963;66898
690;709907;102023;41250
691;921374;703629;14940
692;634600;331263;6693
693;674587;264726;95046
694;160019;51481;36824
695;634230;241551;51938
696;51888;520535;23256
697;929862;421935;41860
698;202890;86763;41709
699;240776;254614;78867
700;151713;286813;65932
701;191318;497801;82230
702;927598;375673;85681
703;876226;150361;61945
704;987630;695591;54271
705;25753;584125;99271
706;91596;2888;39571
707;102182;276101;84551
708;619328;586197;10612
709;242839;798861;97558
710;407040;947276;82855
711;13384;158205;5428
712;936433;218821;29988
713;614160;297071;75989
714;128940;248885;85744
715;538225;13550;51588
716;629455;411749;36326
717;257263;913174;82056
718;218879;405450;2645
719;85437;502282;83116
720;350821;738332;94071
721;116386;431314;37384
722;715649;320219;44033
723;392975;147415;50115
724;554739;590309;28635
725;274726;930941;88595
726;959086;712631;50888
727;830917;373867;94051
728;55850;179894;42617
729;819686;818623;60427
730;805593;764780;79406
731;25591;396920;22878
732;241146;682583;25913
733;515376;475060;99452
734;69608;612240;16728
735;203513;944530;64254
736;342521;896749;96645
737;311865;290340;45069
738;63317;375724;2427
739;271993;453366;46901
740;183603;973852;12876
741;774773;747776;10631
742;224364;949352;33345
743;482227;143916;98452
744;283443;640294;10109
745;533479;14137;37435
746;54110;281149;87235
747;56804;626702;42665
748;536917;776973;24229
749;401035;614946;25035
750;615132;983352;82815
751;851785;562290;87678
752;469114;109268;68936
753;292650;693362;56343
754;20102;41602;24238
755;815648;745037;59272
756;746163;673213;24965
757;535972;461271;91886
758;167351;589123;79844
759;114468;958787;45977
760;178028;606599;55045
761;904601;135290;81914
762;427752;235888;36167
763;106773;603033;3423
764;313340;164804;14693
765;643173;874582;92475
766;94008;537408;45330
767;918698;657308;56887
768;702234;263018;34361
769;570481;152015;25655
770;122560;948178;41575
771;211789;970662;52371
772;618195;103789;16484
773;208505;899230;95521
774;408830;711095;86092
775;99162;18495;66519
776;83486;267148;11832
777;206568;562106;49809
778;941995;757103;65037
779;432925;898316;17631
780;895591;954637;58906
781;974821;143175;90063
782;849479;498505;10669
783;509698;440028;39468
784;346149;482352;52603
785;427910;919834;36303
786;984837;266452;31219
787;983894;649709;36007
788;834402;907276;41172
789;965970;945891;6805
790;36368;237423;32476
791;907078;792440;99298
792;54025;958669;59184
793;561338;368413;95677
794;6263;808268;14523
795;648531;853870;38866
796;14047;639599;51241
797;17005;568488;74462
798;930101;117738;57750
799;690843;394935;11343
800;922771;666437;25876
801;661618;1737;85149
802;726762;157510;24334
803;449222;598747;59208
804;483047;273501;19886
805;150360;641511;40672
806;706386;728350;76010
807;194411;487924;67318
808;997500;504281;40772
809;7999;242317;59471
810;699571;732357;87517
811;534106;749988;51014
812;195880;264221;80460
813;297901;55734;80536
814;835433;340637;66594
815;251947;607812;38065
816;807044;52369;48680
817;822653;4251;7445
818;971740;366690;66769
819;297130;185590;54055
820;206551;134247;53925
821;111224;312676;33413
822;159842;545015;80101
823;29348;713326;58859
824;996377;407331;35240
825;553550;190468;74497
826;990595;805301;47355
827;754508;174730;37910
828;921467;327083;15756
829;826048;440483;18686
830;957342;668525;95353
831;176456;765390;65650
832;498632;344333;90412
833;581449;878922;51873
834;299582;870016;3856
835;667274;886536;36512
836;322039;164950;126
837;634371;505011;83776
838;998627;251585;68269
839;386102;739545;82615
840;157247;237953;16113
841;930041;557500;47133
842;994845;554273;9815
843;112718;386401;16954
844;162122;606312;20601
845;410826;190656;9887
846;533583;950128;38359
847;629732;239475;90450
848;211424;600792;2867
849;21804;716880;24942
850;924593;602029;12650
851;866415;915654;82878
852;702334;199075;14415
853;113112;255667;30439
854;240200;99780;67664
855;648224;847119;83489
856;704450;318544;67828
857;741750;267637;89128
858;647103;151070;65414
859;185074;473779;15296
860;647921;122715;81540
861;373587;347473;3907
862;843656;36922;90609
863;409077;60612;9748
864;692270;913398;65393
865;231724;10646;92172
866;244264;793770;25492
867;520790;512449;48313
868;139718;591487;56914
869;765507;656953;1237
870;577909;138564;35637
871;130576;240883;8228
872;143971;599390;94944
873;983817;768887;25667
874;444651;448653;55697
875;464937;222878;51279
876;333580;419470;72424
877;994055;24035;4830
878;447847;448998;98438
879;682913;648477;16440
880;686724;22543;14218
881;101959;284454;87607
882;863422;623236;86152
883;729362;670231;92046
884;98130;516883;26917
885;40553;653143;2835
886;573047;284088;86627
887;527925;895253;53426
888;872066;211535;12089
889;428122;126591;26213
890;203833;319273;62038
891;103712;512929;90626
892;186345;711076;97951
893;556031;106269;79960
894;666162;160352;75475
895;930374;616320;92846
896;414402;77843;15488
897;46175;254839;73698
898;76973;727919;15079
899;82461;568925;59417
900;798322;633219;43719
901;844179;442580;68111
902;844666;654577;88140
903;250814;717249;45276
904;983872;548935;72190
905;630562;892337;86763
906;379740;730317;35687
907;806633;487973;95722
908;718393;818941;34185
909;157782;981014;62930
910;876198;33144;51776
911;864518;829870;6599
912;275246;59062;53957
913;249483;267384;39627
914;947701;766625;84050
915;135991;797329;80533
916;55249;474923;53583
917;249291;592174;87978
918;936803;720496;1564
919;275829;402977;14782
920;408734;526451;504
921;162772;996175;61315
922;38876;488116;79549
923;611779;171133;31167
924;110507;407599;74363
925;79847;918547;83675
926;249416;217252;42173
927;325834;875663;54352
928;942255;849608;34915
929;736494;399466;45787
930;615015;30695;43926
931;224973;861051;66623
932;502754;558491;1687
933;458166;946160;67283
934;279421;99576;57846
935;521923;171901;45532
936;9883;366816;55974
937;856502;199509;52980
938;187290;435875;65791
939;183826;51574;25566
940;729502;314385;19537
941;703079;585471;24865
942;841403;435260;38313
943;797911;970447;21371
944;151551;37471;61207
945;396261;806435;18151
946;487638;462776;58001
947;233959;697407;93717
948;549087;52568;77972
949;485909;625839;95536
950;430266;521588;76048
951;137521;97507;61894
952;443010;151764;80494
953;904082;536667;34730
954;99939;937701;299
955;819583;633392;59219
956;450247;433249;63247
957;502339;195297;27699
958;253280;482264;21310
959;469296;32086;73079
960;447080;322747;67604
961;18218;273466;91067
962;617903;354483;8463
963;660078;515710;34212
964;509790;964894;11669
965;402008;619751;33333
966;327623;857742;32478
967;372956;963619;2637
968;527298;24496;82318
969;302822;462305;59549
970;894838;887259;24784
971;851384;4100;93133
972;635212;866040;58031
973;833671;485989;51170
974;827910;308891;26446
975;931209;98218;99144
976;947271;520415;80301
977;621535;360107;12995
978;349530;855026;78976
979;971590;239571;59043
980;44394;930928;46227
981;560520;280264;22149
982;62900;375119;93835
983;111538;680202;74834
984;370198;388079;33151
985;114105;858187;54974
986;360994;775735;89332
987;502340;991605;86202
988;798168;627958;949
989;943951;385278;15374
990;959406;75258;1743
991;116150;214236;17620
992;779340;901541;46607
993;932758;491613;87983
994;878508;334252;96616
995;686088;807519;88757
996;368430;823394;10819
997;121660;250337;56836
998;195489;442661;98738
999;742268;235148;77966
1000;998342;776707;48276
1001;903397;304539;14296
1002;130811;535062;35404
1003;770635;642215;57494
1004;301752;598330;57936
1005;417986;480454;52590
1006;30377;55209;89071
1007;31464;429271;88156
1008;863102;152869;36361
1009;485624;476561;98999
1010;445031;663651;44052
1011;998687;38771;82025
1012;660749;566473;56078
1013;441537;608799;35630
1014;126542;522539;75067
1015;542163;798930;6467
1016;849495;362611;26592
1017;776791;912133;29856
1018;452755;508929;18606
1019;903133;164203;76771
1020;412413;484854;6915
1021;293014;843629;53418
1022;878166;382533;65164
1023;677598;878327;91931
1024;644346;248345;45382
1025;365579;648798;76063
1026;374712;847092;22615
1027;342410;909168;59971
1028;615894;855870;98970
1029;906514;603915;89193
1030;631389;616791;40108
1031;529620;460820;5459
1032;165366;779765;34036
1033;944278;636687;8375
1034;42079;108504;14293
1035;713010;978281;52913
1036;456134;633192;21675
1037;216456;563954;58955
1038;179324;100984;30917
1039;695353;516804;54973
1040;832719;340830;72150
1041;336472;828817;58912
1042;126888;645883;95972
1043;891757;421738;82548
1044;241587;583501;68819
1045;168372;119472;90850
1046;222688;668975;32272
1047;11125;918164;53788
1048;795613;809781;40844
1049;743845;990432;26708
1050;44792;125581;32018
1051;56312;482651;43399
1052;609792;256058;64573
1053;139232;711217;18078
1054;310903;970531;14687
1055;468690;873063;51033
1056;944900;554489;28667
1057;392541;887457;28745
1058;65071;553588;79183
1059;21116;844895;14129
1060;399821;476681;30694
1061;975454;723470;44629
1062;992745;18185;54166
1063;400090;351545;62841
1064;492325;468989;73166
1065;308872;170089;45776
1066;432789;234081;36924
1067;563461;529668;55206
1068;189599;838640;74131
1069;85656;794650;63114
1070;285386;502246;87741
1071;665500;80571;70206
1072;305579;258606;50161
1073;516869;319530;85486
1074;306291;226941;673
1075;453270;309781;72869
1076;793616;181974;58676
1077;158977;777931;86696
1078;497445;537992;58030
1079;167190;871781;69796
1080;63764;445628;8006
1081;655263;574205;39652
1082;765657;812458;58379
1083;111844;426714;46963
1084;327608;81135;74207
1085;485706;757526;48035
1086;244568;328018;56934
1087;346305;915781;91928
1088;402858;682514;33842
1089;94771;499712;69677
1090;510666;486317;32671
1091;673479;295776;71604
1092;999449;495170;46730
1093;584746;879227;43892
1094;898131;888695;79022
1095;868492;507447;33553
1096;185204;149984;37081
1097;378746;909520;96349
1098;851991;992767;11666
1099;663183;141065;24508
1100;437781;968885;58260
1101;610726;871483;3356
1102;244588;950790;76769
1103;514991;330508;68717
1104;185483;915627;54575
1105;184453;808597;29332
1106;477611;670251;7500
1107;662050;14932;44277
1108;374421;668931;49287
1109;433222;386733;87039
1110;135998;918931;45309
1111;813585;375550;62486
1112;172026;47719;68173
1113;534798;9486;13993
1114;781697;155124;45292
1115;680835;904838;59152
1116;595238;128306;59900
1117;945323;614192;34566
1118;985789;760218;34790
1119;86450;168173;5758
1120;712844;208531;47989
1121;686297;760415;29674
1122;455105;134229;99979
1123;564594;145164;34452
1124;700338;490341;27791
1125;375109;858069;43855
1126;202426;608241;25178
1127;577376;995920;44857
1128;109598;905689;4513
1129;100601;463079;52253
1130;937353;692386;39813
1131;147984;886294;35992
1132;453606;231797;95131
1133;653036;926657;60328
1134;907905;496957;28929
1135;146481;585100;16750
1136;475944;720642;23919
1137;89654;66668;23687
1138;808890;645209;16371
1139;61373;584660;85925
1140;16039;669176;33498
1141;669690;738053;5602
1142;823612;453401;92927
1143;692250;469130;3662
1144;528511;315970;50834
1145;176095;76407;93790
1146;595114;91056;56627
1147;851165;975893;90867
1148;909173;552514;63648
1149;552694;571133;3836
1150;750955;532683;6296
1151;554788;780142;77235
1152;39669;866131;82998
1153;783502;76245;34927
1154;500562;205039;66872
1155;475262;230298;26433
1156;140888;102284;31103
1157;550236;256324;73988
1158;934441;442427;23026
1159;735391;568356;66621
1160;380540;497057;67193
1161;359005;737353;60537
1162;719231;523845;74296
1163;679317;15510;8696
1164;47526;281053;62040
1165;792092;238974;55776
1166;985767;723999;88755
1167;938323;477200;34676
1168;167671;977128;40986
1169;582660;380679;3020
1170;559529;835910;89664
1171;339810;145229;77261
1172;757547;812242;43993
1173;501926;630596;51615
1174;874179;862064;26364
1175;413457;224704;96146
1176;77828;59183;66743
1177;781333;911763;31840
1178;508112;240886;10116
1179;579678;564800;22389
1180;340374;714770;68332
1181;101010;498457;9250
1182;154091;438896;77006
1183;811631;571975;6241
1184;483955;860158;47288
1185;893193;344065;20948
1186;309970;23875;9702
1187;133092;476143;41238
1188;490439;786804;52372
1189;923368;203381;73224
1190;719584;19540;20400
1191;956256;821620;2461
1192;392811;991306;46105
1193;317468;63120;51196
1194;14413;798702;97197
1195;334722;412434;47220
1196;465778;984182;48678
1197;880114;957077;35871
1198;163495;670510;68101
1199;326892;55694;11800
1200;404227;342328;18675
1201;86879;81911;2768
1202;319425;328567;63263
1203;799605;503209;92185
1204;426508;699109;85030
1205;848144;845822;21438
1206;483441;417430;79486
1207;41553;945189;42658
1208;645307;49065;78627
1209;483339;915755;81475
1210;601628;236825;38121
1211;482712;747623;43070
1212;528460;773369;29583
1213;274040;422777;16657
1214;534569;581004;28506
1215;279032;297011;99968
1216;674552;460222;89351
1217;423000;862347;88557
1218;279160;540880;80638
1219;235120;730724;90931
1220;604007;757971;70185
1221;829871;430703;41849
1222;598292;767716;75165
1223;44755;919050;66349
1224;660124;928944;16144
1225;99280;101718;42570
1226;366997;143927;80817
1227;169924;470981;78519
1228;790649;416716;61750
1229;671430;409669;1483
1230;772185;371291;21654
1231;101438;944672;86574
1232;99749;877664;21642
1233;899250;881236;12021
1234;915616;723468;86375
1235;528951;368319;80589
1236;587236;680683;40781
1237;49366;574306;2667
1238;245905;777018;61152
1239;204347;272923;37523
1240;186983;535651;45735
1241;764194;814128;85402
1242;939749;753242;30656
1243;426886;61539;56013
1244;750823;608197;17790
1245;853298;414661;48978
1246;364501;444326;45558
1247;840228;676911;13502
1248;237117;567069;26523
1249;649446;180620;51392
1250;855196;216302;6723
1251;296816;668945;42695
